layer,condition,contrast,est,lo,hi,p_exact
5,assistant_next,harm_minus_suffer,0.9359437076909427,-0.10506908398845827,1.9769564993703437,0.0025183150183150185
5,user_next,harm_minus_neutral,1.1582276867312944,0.5748062297340809,1.741649143728508,0.0004578754578754579
5,user_next,suffer_minus_neutral,0.339416881163208,-0.8734383480840943,1.5522721104105104,0.5317460317460317
5,user_next,harm_minus_suffer,0.8188108055680865,-0.3887460805948555,2.0263676917310285,0.019917582417582416
5,moderator_next,harm_minus_neutral,0.9181649061204302,0.2545271338962064,1.581802678344654,0.0025183150183150185
5,moderator_next,suffer_minus_neutral,0.0620801683232054,-0.9980179903920939,1.1221783270385046,0.8968253968253969
5,moderator_next,harm_minus_suffer,0.8560847377972249,-0.16484670971650717,1.877016185310957,0.009615384615384616
6,assistant_next,harm_minus_neutral,0.9476891128102818,0.3121259329430589,1.5832522926775048,0.0009157509157509158
6,assistant_next,suffer_minus_neutral,0.0064039389129685875,-0.9211655988782861,0.9339734767042234,0.9761904761904762
6,assistant_next,harm_minus_suffer,0.9412851738973131,0.0708249731639331,1.8117453746306933,0.0013736263736263737
6,user_next,harm_minus_neutral,1.0371822517060085,0.46242104938341744,1.6119434540285997,0.0009157509157509158
6,user_next,suffer_minus_neutral,0.3322726391262587,-0.6002747329276543,1.2648200111801717,0.40476190476190477
6,user_next,harm_minus_suffer,0.7049096125797498,-0.19656004171478825,1.606379266874288,0.008928571428571428
6,moderator_next,harm_minus_neutral,0.8312554643574925,0.17303987713909064,1.4894710515758944,0.003205128205128205
6,moderator_next,suffer_minus_neutral,0.29772107745086773,-0.5923737875015774,1.1878159424033128,0.4603174603174603
6,moderator_next,harm_minus_suffer,0.5335343869066247,-0.27658017710857496,1.3436489509218243,0.031135531135531136
7,assistant_next,harm_minus_neutral,0.6113885188854101,0.29419567327943735,0.928581364491383,0.002976190476190476
7,assistant_next,suffer_minus_neutral,-0.18779610889069814,-0.6595890661498123,0.283996848368416,0.3492063492063492
7,assistant_next,harm_minus_suffer,0.7991846277761083,0.3275881586683011,1.2707810968839155,0.0006868131868131869
7,user_next,harm_minus_neutral,0.695695599518382,0.32554942365542816,1.0658417753813358,0.0016025641025641025
